측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20231029,동남권,강동구,28,14,0.0211,0.0219,0.61,0.0024
20231028,도심권,중구,29,19,0.0166,0.0321,0.55,0.0032
20231028,도심권,종로구,34,21,0.0185,0.0298,0.61,0.0036
20231028,도심권,용산구,38,19,0.0168,0.0323,0.63,0.0038
20231028,서북권,은평구,33,17,0.021,0.0214,0.53,0.0027
20231028,서북권,서대문구,31,18,0.0246,0.0217,0.58,0.0027
20231028,서북권,마포구,36,19,0.0186,0.0311,0.58,0.0033
20231028,동북권,광진구,30,16,0.0148,0.0324,0.68,0.0023
20231028,동북권,성동구,32,17,0.0153,0.026,0.45,0.0027
20231028,동북권,중랑구,38,17,0.017,0.0254,0.5,0.0025
20231028,동북권,동대문구,36,19,0.0178,0.0309,0.57,0.0038
20231028,동북권,성북구,35,20,0.016,0.0234,0.53,0.0021
20231028,동북권,도봉구,30,18,0.0238,0.0217,0.58,0.0026
20231028,동북권,강북구,33,19,0.0232,0.0188,0.54,0.0023
20231028,동북권,노원구,36,21,0.0154,0.0275,0.57,0.0029
20231028,서남권,강서구,38,15,0.0208,0.0265,0.53,0.0038
20231028,서남권,구로구,36,19,0.0167,0.0229,0.41,0.0025
20231028,서남권,영등포구,34,20,0.019,0.0329,0.57,0.0032
20231028,서남권,동작구,35,20,0.0287,0.0255,0.46,0.0029
20231028,서남권,관악구,44,22,0.0195,0.0327,0.61,0.0032
20231028,서남권,금천구,37,19,0.0225,0.0309,0.54,0.0031
20231028,서남권,양천구,38,18,0.0212,0.0317,0.58,0.0033
20231028,동남권,강남구,34,18,0.016,0.0302,0.5,0.0035
20231028,동남권,서초구,42,19,0.0134,0.0312,0.5,0.0029
20231028,동남권,송파구,34,19,0.0153,0.0334,0.54,0.0028
20231028,동남권,강동구,30,15,0.015,0.0266,0.62,0.0025
20231027,도심권,중구,22,16,0.0318,0.0167,0.48,0.0029
20231027,도심권,종로구,26,17,0.0356,0.0132,0.46,0.0032
20231027,도심권,용산구,31,17,0.0309,0.0168,0.47,0.0032
20231027,서북권,은평구,29,16,0.0253,0.0142,0.52,0.0024
20231027,서북권,서대문구,28,16,0.0307,0.0162,0.5,0.002
20231027,서북권,마포구,33,18,0.0292,0.0187,0.44,0.0028
20231027,동북권,광진구,21,11,0.0304,0.0197,0.55,0.0021
20231027,동북권,성동구,27,16,0.0291,0.0157,0.35,0.0029
20231027,동북권,중랑구,22,13,0.0277,0.0156,0.38,0.002
20231027,동북권,동대문구,29,16,0.0352,0.0139,0.44,0.003
20231027,동북권,성북구,27,15,0.0292,0.012,0.42,0.0017
20231027,동북권,도봉구,22,14,0.0338,0.0145,0.56,0.0024
20231027,동북권,강북구,25,14,0.0367,0.0084,0.4,0.0021
20231027,동북권,노원구,24,15,0.025,0.0187,0.45,0.0024
20231027,서남권,강서구,35,13,0.0298,0.0156,0.43,0.003
20231027,서남권,구로구,30,11,0.0266,0.0117,0.31,0.0023
20231027,서남권,영등포구,32,18,0.0303,0.018,0.44,0.0028
20231027,서남권,동작구,30,16,0.0377,0.0164,0.37,0.0026
20231027,서남권,관악구,39,18,0.0319,0.0173,0.45,0.0029
20231027,서남권,금천구,36,18,0.03,0.0206,0.46,0.0029
20231027,서남권,양천구,32,16,0.0318,0.0171,0.44,0.0029
20231027,동남권,강남구,26,15,0.0319,0.0182,0.39,0.003
20231027,동남권,서초구,34,15,0.0259,0.017,0.37,0.0027
20231027,동남권,송파구,27,14,0.0316,0.0204,0.42,0.0022
20231027,동남권,강동구,20,11,0.026,0.0195,0.47,0.0022
20231026,도심권,중구,43,34,0.0357,0.0297,0.62,0.0034
20231026,도심권,종로구,46,33,0.0374,0.0281,0.58,0.004
20231026,도심권,용산구,45,29,0.0356,0.0295,0.53,0.0036
20231026,서북권,은평구,56,34,0.0298,0.0243,0.64,0.0027
20231026,서북권,서대문구,51,37,0.0385,0.0268,0.65,0.0022
20231026,서북권,마포구,43,31,0.0429,0.026,0.53,0.003
20231026,동북권,광진구,42,28,0.0334,0.029,0.71,0.0023
20231026,동북권,성동구,44,30,0.0327,0.0257,0.43,0.0027
20231026,동북권,중랑구,46,32,0.0322,0.0266,0.49,0.0025
20231026,동북권,동대문구,51,35,0.0365,0.0297,0.56,0.0036
20231026,동북권,성북구,59,36,0.0302,0.0242,0.59,0.002
20231026,동북권,도봉구,50,36,0.0336,0.0262,0.79,0.0026
20231026,동북권,강북구,45,31,0.0369,0.022,0.56,0.0026
20231026,동북권,노원구,45,32,0.0296,0.0291,0.55,0.0029
20231026,서남권,강서구,47,30,0.0483,0.0171,0.49,0.0031
20231026,서남권,구로구,57,40,0.0413,0.014,0.35,0.0022
20231026,서남권,영등포구,44,34,0.0467,0.0213,0.5,0.003
20231026,서남권,동작구,46,32,0.0571,0.0183,0.43,0.0027
20231026,서남권,관악구,48,29,0.0504,0.0192,0.51,0.0031
20231026,서남권,금천구,47,33,0.0484,0.0233,0.54,0.003
20231026,서남권,양천구,50,33,0.0491,0.0198,0.49,0.0029
20231026,동남권,강남구,52,36,0.0362,0.0288,0.47,0.0034
20231026,동남권,서초구,66,42,0.0372,0.0222,0.45,0.0027
20231026,동남권,송파구,45,31,0.04,0.0273,0.5,0.0028
20231026,동남권,강동구,60,41,0.0321,0.0265,0.58,0.0025
20231025,도심권,중구,29,22,0.0264,0.0315,0.56,0.0034
20231025,도심권,종로구,34,24,0.027,0.0305,0.6,0.004
20231025,도심권,용산구,35,22,0.0257,0.0327,0.56,0.0037
20231025,서북권,은평구,33,21,0.0286,0.0213,0.51,0.0028
20231025,서북권,서대문구,34,24,0.0315,0.0263,0.63,0.0026
20231025,서북권,마포구,33,22,0.0196,0.0374,0.59,0.0028
20231025,동북권,광진구,32,20,0.0243,0.0316,0.68,0.0024
20231025,동북권,성동구,32,21,0.024,0.0285,0.45,0.003
20231025,동북권,중랑구,33,21,0.0253,0.0271,0.48,0.0025
20231025,동북권,동대문구,38,23,0.0278,0.0317,0.54,0.0037
20231025,동북권,성북구,42,26,0.0231,0.0264,0.55,0.0022
20231025,동북권,도봉구,35,25,0.0294,0.0244,0.7,0.0027
20231025,동북권,강북구,30,19,0.0298,0.0189,0.49,0.0024
20231025,동북권,노원구,34,23,0.0211,0.0316,0.57,0.0032
20231025,서남권,강서구,35,19,0.0232,0.0329,0.6,0.0035
20231025,서남권,구로구,37,24,0.0248,0.0233,0.4,0.0024
20231025,서남권,영등포구,31,23,0.0301,0.0322,0.55,0.0032
20231025,서남권,동작구,30,20,0.0322,0.0253,0.46,0.0028
20231025,서남권,관악구,36,20,0.0304,0.0307,0.56,0.0032
20231025,서남권,금천구,29,19,0.0294,0.0288,0.52,0.0029
20231025,서남권,양천구,35,21,0.0301,0.0315,0.54,0.0031
20231025,동남권,강남구,37,25,0.0272,0.0304,0.46,0.0036
20231025,동남권,서초구,47,29,0.0221,0.0293,0.48,0.0026
20231025,동남권,송파구,33,22,0.0242,0.0341,0.52,0.0028
20231025,동남권,강동구,47,33,0.0187,0.0344,0.83,0.0027
20231024,도심권,중구,28,21,0.0227,0.0331,0.55,0.0032
20231024,도심권,종로구,31,21,0.0245,0.0312,0.58,0.0037
20231024,도심권,용산구,32,20,0.0208,0.0341,0.54,0.0036
20231024,서북권,은평구,36,22,0.0288,0.0226,0.52,0.0029
20231024,서북권,서대문구,34,25,0.0289,0.0274,0.63,0.0023
20231024,서북권,마포구,32,20,0.0261,0.0337,0.57,0.0027
20231024,동북권,광진구,30,19,0.0211,0.0308,0.64,0.0024
20231024,동북권,성동구,30,19,0.0207,0.0274,0.42,0.0028
20231024,동북권,중랑구,31,19,0.0219,0.0278,0.48,0.0024
20231024,동북권,동대문구,34,20,0.0246,0.0317,0.53,0.0034
20231024,동북권,성북구,38,23,0.0223,0.0281,0.51,0.0023
20231024,동북권,도봉구,31,23,0.0243,0.0261,0.66,0.0027
20231024,동북권,강북구,30,19,0.0275,0.0193,0.5,0.0023
20231024,동북권,노원구,31,21,0.0228,0.0286,0.56,0.0029
20231024,서남권,강서구,33,18,0.0299,0.0271,0.54,0.0032
20231024,서남권,구로구,35,23,0.0225,0.0225,0.38,0.0023
20231024,서남권,영등포구,31,21,0.0283,0.0301,0.53,0.0031
20231024,서남권,동작구,31,19,0.0266,0.0287,0.48,0.0028
20231024,서남권,관악구,36,20,0.0271,0.0325,0.58,0.0031
20231024,서남권,금천구,32,20,0.0245,0.0332,0.52,0.0028
20231024,서남권,양천구,34,20,0.0299,0.0283,0.5,0.0031
20231024,동남권,강남구,33,21,0.0218,0.0308,0.46,0.0034
20231024,동남권,서초구,45,27,0.0175,0.0304,0.48,0.0024
20231024,동남권,송파구,33,20,0.0177,0.0346,0.52,0.0026
20231024,동남권,강동구,45,29,0.0178,0.0312,0.88,0.0028
20231023,도심권,중구,24,16,0.0245,0.0295,0.5,0.003
20231023,도심권,종로구,27,17,0.0231,0.0289,0.58,0.0033
20231023,도심권,용산구,31,16,0.0197,0.0308,0.56,0.0033
20231023,서북권,은평구,30,16,0.0293,0.018,0.43,0.0028
20231023,서북권,서대문구,30,18,0.0298,0.0214,0.51,0.0031
20231023,서북권,마포구,30,16,0.0247,0.0323,0.55,0.0023
20231023,동북권,광진구,29,14,0.0265,0.0257,0.6,0.0024
20231023,동북권,성동구,29,15,0.0237,0.0236,0.4,0.0027
20231023,동북권,중랑구,29,15,0.0265,0.0221,0.44,0.0023
20231023,동북권,동대문구,33,16,0.0269,0.0287,0.53,0.0033
20231023,동북권,성북구,34,19,0.0196,0.0301,0.47,0.0026
20231023,동북권,도봉구,29,16,0.0315,0.0201,0.57,0.0026
20231023,동북권,강북구,27,14,0.0308,0.0154,0.45,0.0022
20231023,동북권,노원구,29,16,0.0222,0.0259,0.54,0.0028
20231023,서남권,강서구,29,13,0.0242,0.0299,0.53,0.0031
20231023,서남권,구로구,30,15,0.0214,0.0214,0.36,0.0022
20231023,서남권,영등포구,27,16,0.0247,0.0308,0.52,0.0028
20231023,서남권,동작구,26,14,0.0305,0.0226,0.42,0.0026
20231023,서남권,관악구,33,15,0.0287,0.0289,0.55,0.003
20231023,서남권,금천구,27,13,0.0272,0.0274,0.51,0.0026
20231023,서남권,양천구,29,14,0.0271,0.0287,0.49,0.0027
20231023,동남권,강남구,29,16,0.0204,0.0285,0.45,0.0033
20231023,동남권,서초구,39,20,0.0196,0.0269,0.46,0.0023
20231023,동남권,송파구,30,15,0.0193,0.0313,0.49,0.0025
20231023,동남권,강동구,44,22,0.0209,0.0295,0.84,0.0028
20231022,도심권,중구,19,10,0.0232,0.0186,0.43,0.0028
20231022,도심권,종로구,22,11,0.0278,0.0173,0.46,0.0031
20231022,도심권,용산구,26,10,0.0236,0.0192,0.48,0.0033
20231022,서북권,은평구,21,9,0.0239,0.0138,0.31,0.0029
20231022,서북권,서대문구,20,13,0.0252,0.0156,0.45,0.0039
20231022,서북권,마포구,25,11,0.0235,0.0217,0.48,0.0022
20231022,동북권,광진구,22,9,0.022,0.0205,0.53,0.0023
20231022,동북권,성동구,23,10,0.0224,0.0159,0.35,0.0023
20231022,동북권,중랑구,23,11,0.0224,0.0174,0.42,0.0023
20231022,동북권,동대문구,25,11,0.0259,0.0184,0.45,0.0033
20231022,동북권,성북구,23,10,0.0207,0.0234,0.45,0.0031
20231022,동북권,도봉구,16,9,0.0255,0.0161,0.36,0.0024
20231022,동북권,강북구,21,10,0.0262,0.0131,0.43,0.0023
20231022,동북권,노원구,24,11,0.0196,0.0204,0.52,0.0028
20231022,서남권,강서구,25,8,0.0253,0.0189,0.49,0.0029
20231022,서남권,구로구,23,7,0.0215,0.0143,0.32,0.0023
20231022,서남권,영등포구,22,11,0.0267,0.0182,0.44,0.0028
20231022,서남권,동작구,22,10,0.0302,0.0162,0.37,0.0025
20231022,서남권,관악구,29,11,0.0276,0.0185,0.47,0.0027
20231022,서남권,금천구,22,9,0.0255,0.02,0.5,0.0025
20231022,서남권,양천구,24,10,0.0265,0.0189,0.45,0.0028
20231022,동남권,강남구,22,10,0.0251,0.0181,0.39,0.0032
20231022,동남권,서초구,25,11,0.0224,0.0156,0.37,0.0023
20231022,동남권,송파구,24,10,0.0229,0.0207,0.44,0.0024
20231022,동남권,강동구,25,11,0.0195,0.0201,0.76,0.0029
20231021,도심권,중구,13,6,0.0208,0.0158,0.38,0.0026
20231021,도심권,종로구,16,7,0.0247,0.0146,0.41,0.0029
20231021,도심권,용산구,20,6,0.0211,0.0162,0.42,0.0031
20231021,서북권,은평구,18,5,0.0225,0.0112,0.24,0.0027
20231021,서북권,서대문구,17,8,0.024,0.0123,0.31,0.0034
20231021,서북권,마포구,19,8,0.0193,0.0195,0.42,0.0021
20231021,동북권,광진구,17,6,0.0228,0.0158,0.42,0.0023
20231021,동북권,성동구,18,7,0.0208,0.0135,0.31,0.0022
20231021,동북권,중랑구,16,7,0.0221,0.014,0.34,0.0022
20231021,동북권,동대문구,18,6,0.025,0.0136,0.38,0.003
20231021,동북권,성북구,17,5,0.0229,0.0158,0.34,0.0028
20231021,동북권,도봉구,14,5,0.028,0.0096,0.19,0.0023
20231021,동북권,강북구,16,5,0.0272,0.009,0.35,0.002
20231021,동북권,노원구,16,7,0.0205,0.0143,0.39,0.0025
20231021,서남권,강서구,19,5,0.0228,0.0157,0.4,0.0026
20231021,서남권,구로구,16,3,0.0192,0.0124,0.28,0.0021
20231021,서남권,영등포구,17,8,0.023,0.0167,0.4,0.0026
20231021,서남권,동작구,17,6,0.027,0.0142,0.33,0.0024
20231021,서남권,관악구,22,8,0.0227,0.0163,0.41,0.0025
20231021,서남권,금천구,18,6,0.0223,0.0185,0.43,0.0025
20231021,서남권,양천구,19,6,0.0232,0.0167,0.39,0.0026
20231021,동남권,강남구,18,7,0.0231,0.0158,0.34,0.003
20231021,동남권,서초구,19,7,0.0201,0.0146,0.32,0.0023
20231021,동남권,송파구,20,6,0.0224,0.0176,0.39,0.0023
20231021,동남권,강동구,20,8,0.0208,0.015,0.63,0.0027
20231020,도심권,중구,15,6,0.0286,0.0084,0.33,0.0027
20231020,도심권,종로구,19,7,0.0308,0.0087,0.37,0.0029
20231020,도심권,용산구,22,6,0.0274,0.0093,0.36,0.0032
20231020,서북권,은평구,21,5,0.0255,0.0082,0.23,0.0026
20231020,서북권,서대문구,20,8,0.0286,0.0083,0.23,0.0031
20231020,서북권,마포구,20,8,0.0283,0.0102,0.35,0.0021
20231020,동북권,광진구,20,7,0.0292,0.0095,0.37,0.0023
20231020,동북권,성동구,20,8,0.0247,0.0105,0.28,0.0027
20231020,동북권,중랑구,20,8,0.0274,0.0079,0.3,0.0023
20231020,동북권,동대문구,21,7,0.0299,0.0074,0.35,0.0031
20231020,동북권,성북구,19,5,0.0281,0.0104,0.23,0.0028
20231020,동북권,도봉구,20,6,0.0337,0.0052,0.23,0.0025
20231020,동북권,강북구,20,7,0.0326,0.0044,0.33,0.0022
20231020,동북권,노원구,21,9,0.0297,0.0076,0.33,0.0025
20231020,서남권,강서구,20,4,0.0266,0.0106,0.34,0.0027
20231020,서남권,구로구,19,4,0.0227,0.0078,0.25,0.0021
20231020,서남권,영등포구,18,7,0.0282,0.0103,0.36,0.0024
20231020,서남권,동작구,19,6,0.0336,0.0079,0.28,0.0025
20231020,서남권,관악구,22,7,0.0256,0.0101,0.35,0.0027
20231020,서남권,금천구,18,5,0.0283,0.0116,0.37,0.0025
20231020,서남권,양천구,22,6,0.0258,0.0126,0.36,0.0027
20231020,동남권,강남구,19,7,0.0296,0.0089,0.3,0.003
20231020,동남권,서초구,27,6,0.0268,0.0072,0.28,0.0025
20231020,동남권,송파구,24,7,0.0289,0.0113,0.35,0.0024
20231020,동남권,강동구,25,8,0.0278,0.0083,0.55,0.0026
20231019,도심권,중구,26,19,0.0215,0.0332,0.54,0.0031
20231019,도심권,종로구,28,18,0.0221,0.0316,0.61,0.0034
20231019,도심권,용산구,29,17,0.0194,0.0321,0.54,0.0034
20231019,서북권,은평구,32,20,0.0247,0.0205,0.59,0.0026
20231019,서북권,서대문구,31,20,0.0287,0.0204,0.61,0.0034
20231019,서북권,마포구,29,18,0.0273,0.0291,0.52,0.0025
20231019,동북권,광진구,25,14,0.0153,0.0319,0.64,0.0025
20231019,동북권,성동구,27,17,0.0151,0.0281,0.42,0.0026
20231019,동북권,중랑구,27,16,0.0206,0.0254,0.47,0.0023
20231019,동북권,동대문구,31,18,0.0183,0.0348,0.57,0.0035
20231019,동북권,성북구,32,19,0.0156,0.0343,0.52,0.0027
20231019,동북권,도봉구,27,20,0.0175,0.0252,0.81,0.0026
20231019,동북권,강북구,25,15,0.0208,0.0239,0.52,0.0024
20231019,동북권,노원구,26,16,0.0219,0.0244,0.51,0.0026
20231019,서남권,강서구,29,16,0.0247,0.0241,0.53,0.0029
20231019,서남권,구로구,31,21,0.0212,0.022,0.37,0.0021
20231019,서남권,영등포구,29,21,0.0262,0.0283,0.52,0.0029
20231019,서남권,동작구,30,18,0.031,0.0231,0.44,0.0026
20231019,서남권,관악구,35,20,0.0311,0.0255,0.51,0.003
20231019,서남권,금천구,29,19,0.0259,0.0276,0.53,0.0027
20231019,서남권,양천구,30,16,0.0257,0.0257,0.52,0.0028
20231019,동남권,강남구,27,17,0.02,0.0294,0.46,0.0032
20231019,동남권,서초구,36,24,0.0198,0.0263,0.47,0.0027
20231019,동남권,송파구,25,14,0.0156,0.0334,0.5,0.0025
20231019,동남권,강동구,36,24,0.0181,0.0278,0.78,0.0025
20231018,도심권,중구,28,18,0.0246,0.0321,0.54,0.0035
20231018,도심권,종로구,31,18,0.0263,0.0306,0.57,0.0039
20231018,도심권,용산구,35,18,0.0237,0.0315,0.54,0.004
20231018,서북권,은평구,30,16,0.0259,0.0254,0.5,0.0034
20231018,서북권,서대문구,31,18,0.0277,0.0264,0.53,0.0042
20231018,서북권,마포구,33,18,0.0269,0.032,0.58,0.0028
20231018,동북권,광진구,30,16,0.0265,0.0271,0.54,0.0028
20231018,동북권,성동구,32,16,0.0203,0.0241,0.38,0.003
20231018,동북권,중랑구,30,17,0.0228,0.0271,0.45,0.0027
20231018,동북권,동대문구,35,18,0.0265,0.0304,0.52,0.0039
20231018,동북권,성북구,33,18,0.0238,0.0325,0.46,0.0032
20231018,동북권,도봉구,27,16,0.028,0.0241,0.59,0.003
20231018,동북권,강북구,28,16,0.0295,0.0215,0.5,0.0027
20231018,동북권,노원구,33,20,0.0266,0.0263,0.54,0.0032
20231018,서남권,강서구,35,15,0.0265,0.0314,0.62,0.0038
20231018,서남권,구로구,31,15,0.0228,0.0222,0.41,0.0027
20231018,서남권,영등포구,31,17,0.0227,0.0323,0.57,0.0035
20231018,서남권,동작구,31,16,0.0311,0.0263,0.47,0.0034
20231018,서남권,관악구,36,18,0.0274,0.0289,0.58,0.0037
20231018,서남권,금천구,32,16,0.0281,0.0304,0.59,0.0033
20231018,서남권,양천구,33,15,0.0274,0.031,0.57,0.0037
20231018,동남권,강남구,31,17,0.025,0.0287,0.45,0.0037
20231018,동남권,서초구,39,18,0.0194,0.0304,0.47,0.003
20231018,동남권,송파구,35,19,0.0237,0.0315,0.53,0.0032
20231018,동남권,강동구,40,20,0.0223,0.0281,0.7,0.0031
20231017,도심권,중구,28,14,0.0219,0.0285,0.47,0.0033
20231017,도심권,종로구,34,15,0.025,0.0262,0.53,0.0035
20231017,도심권,용산구,37,13,0.0219,0.0269,0.51,0.0036
20231017,서북권,은평구,29,9,0.0241,0.0179,0.37,0.0029
20231017,서북권,서대문구,29,12,0.0269,0.0179,0.39,0.0042
20231017,서북권,마포구,33,15,0.0213,0.0284,0.49,0.0025
20231017,동북권,광진구,35,16,0.018,0.031,0.52,0.0027
20231017,동북권,성동구,34,15,0.0179,0.0261,0.4,0.003
20231017,동북권,중랑구,34,15,0.026,0.0244,0.43,0.0026
20231017,동북권,동대문구,37,14,0.0185,0.0273,0.51,0.0034
20231017,동북권,성북구,33,12,0.0202,0.0289,0.42,0.003
20231017,동북권,도봉구,25,11,0.0254,0.0197,0.34,0.0027
20231017,동북권,강북구,26,11,0.0288,0.0135,0.41,0.0024
20231017,동북권,노원구,33,14,0.0208,0.0231,0.47,0.0029
20231017,서남권,강서구,34,10,0.0203,0.0284,0.53,0.0035
20231017,서남권,구로구,36,11,0.0158,0.0231,0.37,0.0026
20231017,서남권,영등포구,31,14,0.0203,0.0314,0.49,0.0031
20231017,서남권,동작구,30,12,0.0261,0.0231,0.39,0.003
20231017,서남권,관악구,37,14,0.0194,0.0294,0.51,0.0033
20231017,서남권,금천구,31,12,0.0194,0.0308,0.47,0.0032
20231017,서남권,양천구,33,12,0.0217,0.0287,0.49,0.0032
20231017,동남권,강남구,35,15,0.018,0.0313,0.45,0.0035
20231017,동남권,서초구,40,11,0.0147,0.029,0.42,0.0028
20231017,동남권,송파구,37,15,0.0146,0.0349,0.5,0.0029
20231017,동남권,강동구,43,18,0.0153,0.0311,0.65,0.0028
20231016,도심권,중구,36,18,0.039,0.0146,0.45,0.0032
20231016,도심권,종로구,43,20,0.0385,0.0133,0.5,0.0034
20231016,도심권,용산구,47,18,0.0348,0.0145,0.49,0.0036
20231016,서북권,은평구,43,17,0.0283,0.013,0.49,0.0028
20231016,서북권,서대문구,45,20,0.0345,0.0119,0.45,0.0039
20231016,서북권,마포구,44,20,0.0335,0.0169,0.48,0.0026
20231016,동북권,광진구,43,20,0.0345,0.0182,0.51,0.0029
20231016,동북권,성동구,42,19,0.0335,0.0144,0.38,0.0029
20231016,동북권,중랑구,43,20,0.0378,0.0165,0.46,0.0026
20231016,동북권,동대문구,47,20,0.0383,0.0109,0.47,0.0035
20231016,동북권,성북구,45,18,0.0328,0.0186,0.4,0.003
20231016,동북권,도봉구,42,17,0.0425,0.0092,0.4,0.003
20231016,동북권,강북구,43,18,0.041,0.0074,0.45,0.0025
20231016,동북권,노원구,43,22,0.0331,0.0156,0.5,0.0028
20231016,서남권,강서구,45,15,0.0334,0.0147,0.45,0.0033
20231016,서남권,구로구,47,16,0.03,0.0115,0.34,0.0028
20231016,서남권,영등포구,40,19,0.0355,0.0158,0.46,0.0031
20231016,서남권,동작구,42,19,0.0388,0.0147,0.42,0.0031
20231016,서남권,관악구,49,19,0.0311,0.0149,0.47,0.0033
20231016,서남권,금천구,41,19,0.028,0.0219,0.53,0.0033
20231016,서남권,양천구,44,17,0.0354,0.0155,0.47,0.0031
20231016,동남권,강남구,44,19,0.0374,0.015,0.43,0.0036
20231016,동남권,서초구,50,17,0.0313,0.0147,0.4,0.0031
20231016,동남권,송파구,47,21,0.0316,0.0218,0.5,0.0029
20231016,동남권,강동구,53,23,0.0305,0.0195,0.63,0.0029
20231015,도심권,중구,18,15,0.0356,0.0171,0.5,0.0031
20231015,도심권,종로구,22,16,0.0347,0.0166,0.53,0.0032
20231015,도심권,용산구,26,16,0.0311,0.0176,0.56,0.0033
